# Pathway HUMAnN v4.0.0.alpha.1	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
PWY-3502: superpathway of NAD biosynthesis in eukaryotes	0	138.5648958376	95.6228351794	110.2670295790	0	322.0024515562	0	0	0	0	0	137.6935318050	0	0	0	0	487.8148740866	0	0	0	0	0	0	64.7776739578	0	0	0	65.3482337105	0	0	0	0	385.8696984767	38.5638229891	0	0	94.8655995815	242.3321074512	133.6774074824	49.6904009909
PWY-3661: glycine betaine degradation I	0	0	0	0	0	0	64.2980758881	0	0	19.3446289519	0	0	17.9717733087	34.8179967164	0	0	0	0	0	0	13.7621582115	0	0	0	0	0	0	0	0	0	17.6941360237	0	0	0	0	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)	338.9318979878	899.9323508163	560.0389069118	553.1147002240	96.3067673293	950.5425084902	0	287.8855820584	801.1886132150	34.8778073698	318.0059038825	67.6606090201	380.0125365652	390.6725623257	95.8213233461	287.6329612373	419.8351920794	473.1818716626	143.4452386318	147.6347602583	372.7704969974	8.4159555796	130.6988792951	267.2000324812	97.3323795024	132.3049521377	323.2241206915	435.7078852508	1508.7780552529	438.5694244478	127.2718588325	400.7894890475	251.6318426286	336.3223983019	35.1591184120	251.0003007085	760.8446517827	182.6280038203	677.5068363274	163.5411360930
PWY-3801: sucrose degradation II (sucrose synthase)	10532.4594329042	12406.2129291802	8828.7043884054	11804.7875088886	6074.6242138374	12294.7822012600	1753.8901485121	3425.4085181338	7127.7478089870	1069.2381496587	5986.2972321424	8073.5325072952	12690.7649550495	649.2567131346	3496.9179391206	2165.6969877958	13181.2392744038	4793.7899540540	4671.9514498504	3490.5610901034	1894.6806584104	5301.1469937999	7381.8131373760	5179.7996310003	10010.7284522236	5112.6976739450	2842.6525146647	12460.3300238799	5234.1840713911	6019.4762161748	2082.0603786029	3502.5881933463	6195.4807255414	6834.1176904070	3505.3985512891	4321.4177513471	9327.1723942021	7862.7924745789	13185.9376906482	20455.1052923276
PWY-3841: folate transformations II (plants)	43228.4201279431	44837.8936965973	42463.2863147607	50284.9862650291	20103.7542712915	42817.9475501918	24869.0683636274	22190.4235439987	24766.8417467921	24169.5438887777	22000.2772936469	22581.6985631580	23495.1911894988	26954.7719349413	22715.1026836885	33847.3889607316	36021.0522639317	22189.0255895847	21575.7728824963	22431.5869870373	27335.0579704599	23203.2530839267	24938.8835207188	24232.8466156248	25007.9072870688	21635.3048133044	23018.7188574755	40602.5593209467	24791.4612555211	23457.6295004920	25647.7784546577	23176.9395533167	22318.6512820765	21336.0031993777	25096.7825015332	24465.2338238550	40300.7596672654	42636.1199866683	44992.8695677649	47444.4321798482
PWY-3941: &beta;-alanine biosynthesis II	35.9338995434	0	17.6435172069	0	13.5388145122	15.4291012830	0	0	0	0	0	0	19.0200780643	0	9.3495986612	10.4266352631	9.2024161335	17.5116144933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1387810512	43.2140527231	0
PWY-4041: &gamma;-glutamyl cycle	6434.4281586769	10178.6220255266	9497.0606072519	14303.1551926574	6281.5496507108	12415.1322607230	4439.7371855197	8095.5095412142	5892.9346963024	3454.3212068308	4987.1064405516	5835.7374392587	15987.1730497123	9698.3053459699	8941.6941971901	9215.6319521167	6537.0262535880	5721.9589605148	7322.0463583757	2888.1324753306	11757.5281066815	6759.7954187430	3913.1260257523	7107.0660362743	9197.6765362422	3409.3842172895	3255.7205571567	14889.1830853114	6113.2045674150	5764.2380940660	9083.0718605413	4446.7035244214	5617.1382791215	5540.8002372159	8182.4061190986	3823.5368693509	14459.6092452053	8751.9412632843	11099.1291278925	17129.7408758105
PWY-4221: superpathway of coenzyme A biosynthesis II (plants)	71.7755009019	0	35.2594292812	0	27.0514202464	30.8449202660	0	0	0	0	0	0	38.0038964007	0	18.6883539336	20.8442036111	18.3984760004	34.9844775029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.2341869018	86.3136497478	0
PWY-4321: L-glutamate degradation IV	1774.0330459886	2182.3800808139	2015.4620035161	4281.3147509464	3980.1498898846	5711.9560461557	151.1441375576	1632.3608475401	1633.0271716259	550.8336156149	1422.4614368561	756.3885445552	1585.0944445848	492.3488308670	627.9865702904	783.0833586422	1885.1625093411	765.4512817258	1250.8995966481	724.7819046303	663.6543474260	1597.5649834166	1643.4607204417	1900.9679026732	957.1633300090	703.5680843991	2173.3935285162	4585.5080328905	3069.4962765958	533.0061803822	3167.9273510834	1457.6578508500	1915.5172454976	927.1986618164	1572.0030278124	386.5755603679	5613.3361677798	3877.4530549501	2430.8835036243	4041.6297828875
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	67.5231847708	290.0879353934	123.6867439725	181.1219895672	185.6153464141	1215.1081941330	0	0	205.7200849521	0	0	96.0253990719	0	0	15.1948883025	0	344.8120858237	62.6333813063	62.5743859408	92.4381176044	0	1007.9911431150	65.7697308810	361.2630091478	0	0	0	210.3104377443	51.7957305389	0	83.1030957981	324.0174585379	142.4504468899	0	0	0	7.9208770791	734.7071738365	153.6129350855	50.1989063751
PWY-4702: phytate degradation I	49.6546912263	0	64.9480297849	184.5042506237	161.8651385123	938.1747228423	0	0	0	0	0	51.3570786372	0	0	0	0	226.0447186362	0	0	0	0	836.1082989562	0	137.7593913033	0	0	0	19.4159909314	59.2384840596	0	0	0	30.6783816463	0	0	0	0	440.9509291548	56.3860887812	124.1150693710
PWY-4722: creatinine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5390713749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle	12439.8360204071	32612.0700967754	12266.9988612497	11649.5247791782	11984.4982424437	30709.8998876697	3476.9845010025	6199.6747083961	17071.3630004323	6213.2025831534	19222.9392875296	13967.8140924834	14317.0398596862	1685.8259999928	7806.3040529590	3401.2362582114	24068.5521601456	6092.6237844537	7549.5456277045	15438.3982903754	3193.1130726066	1615.8336194513	11365.1907655700	13836.4064014767	14789.9304189306	19522.1724254967	14917.2040051720	28948.7037802584	7086.1945154782	11823.4964726451	4040.6862938987	13035.5350109937	13437.2836898568	13671.4214284964	5443.6499555531	13082.6513286176	11355.0543688310	28511.8945500846	38616.2726868361	7360.1622833631
PWY-5004: superpathway of L-citrulline metabolism	1124.4665978127	5600.6609096261	750.5644365478	3041.2032575134	2125.5742934880	4525.5244419549	378.6079137511	1247.7781940355	1813.8220199624	444.7281838162	1775.8096716521	2587.6363559360	1136.1873679748	238.8314946586	1159.7844832060	417.8908121542	2763.9564753749	788.3953771953	1131.5795174128	2230.2820338122	596.1518465667	1017.1205709009	756.8745482228	1123.4353693741	3242.5290531116	1581.4410959849	1783.2088965962	2393.1064284557	1528.2598244419	2371.4267424529	182.1493210209	1385.0800828651	3020.9620535341	851.3309833767	803.2703700139	1180.4956755487	1162.9270918250	5885.8235493131	4884.4767373125	1710.4759200707
PWY-5005: biotin biosynthesis II	6335.5654007657	1818.8297715534	1247.1629622017	10185.7961456261	1112.4904930059	1291.7608958639	31.0875666927	3146.3078770188	2718.6459568264	1711.1145616248	1977.7489488196	1803.0873215654	924.0830790842	2427.0626455261	1589.3877649719	12328.6497233882	565.1636452254	1561.4001046261	735.4041337093	2967.1238978167	472.5734321290	16.5032695107	6125.5407020300	649.3306105243	238.1188458576	1080.2805222572	1071.1610464225	2530.7348441230	660.2677885955	2817.9727109155	383.8803860663	1515.4509431131	935.3275868364	1268.7477543508	1479.9218874228	1961.8526780403	3078.9534500147	3446.0526651885	2846.3013494235	2485.3522677797
PWY-5022: 4-aminobutanoate degradation V	1233.6793278526	1774.0422733193	1498.5659838290	2958.5853545740	3360.5403053105	6438.0775518106	113.6422022677	900.0054432628	1410.5479236055	393.5220735999	1169.0188840308	878.9427452580	10052.4950821529	257.0370031553	447.7515101478	423.3791628392	1439.5367458184	561.4286782981	873.8613825876	525.9412622230	449.5952195987	860.2430213773	1636.1566122728	1562.7957190686	1200.6369031486	610.1166235864	1719.0689943787	3828.9900098222	2311.2141492770	374.7904359970	0	1379.3958863118	1508.7384444160	678.0045175586	1183.8383920606	269.1137402638	3360.0595123759	3616.0560754644	1942.3209520050	3329.9695916124
PWY-5028: L-histidine degradation II	0	0	0	0	0	161.3573587939	0	0	0	0	0	0	35.7730064641	0	0	0	120.1574020352	0	12.2852864497	0	0	0	0	0	0	0	0	0	39.5922728745	0	0	0	0	0	0	0	0	291.6182172454	0	0
PWY-5030: L-histidine degradation III	4686.4920230697	10641.5948750010	3467.3068416481	5205.9653030729	6384.9172524660	11965.4648899020	836.9646627607	1301.5413233076	4739.5535682600	1505.5266312430	6748.7548536596	5508.1229382814	4769.9585418986	283.0175299129	2761.5961270933	853.2847420752	9952.5687204546	1939.6979358709	2000.2935681215	8952.4051905514	841.2659292094	679.7627409131	1858.2750082467	3837.7735248452	6677.3360712548	5601.7034705099	6522.9483046819	13671.6015029796	2443.7392988585	4674.1761888425	855.0257796834	2683.2060718499	5034.2118775235	5670.3938234236	1041.3852304092	3768.7551350007	3571.8115285464	14866.7193266231	15572.8942133626	2638.5684409829
PWY-5044: purine nucleotides degradation I (plants)	0	199.2691391767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5055: nicotinate degradation III	29.1278476967	70.6361888223	14.3459943101	0	20.7603837069	35.4977131078	0	0	14.3152556512	0	0	79.9604596263	0	0	0	0	0	0	0	18.2615671306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5088: L-glutamate degradation VIII (to propanoate)	1059.4299094483	479.9263297538	195.0291362724	431.7985735484	178.8576590796	269.9647116663	0	146.1998836431	0	462.7708084655	244.1456061523	656.2919740439	11.3667464758	267.3057656390	120.0458562303	105.2217549704	0	37.8122550619	100.1000539617	140.8117601061	308.2218740352	110.0698869485	53.8543381521	174.1144854288	1086.1344797735	80.5850779419	0	1732.3608463779	935.6384399409	693.0902626024	0	71.7563867938	114.6937353764	0	69.2997173109	84.0097895947	283.4125920776	184.5554505486	69.4035493929	306.7652375708
PWY-5097: L-lysine biosynthesis VI	40925.8349104310	44196.5707805341	46599.0107074344	49251.1294833687	21118.7209257496	44769.0014884646	29582.4485291141	25163.1322330872	25746.0703276080	26848.9433654610	23318.4130618959	22538.8853483969	26806.0682112324	30326.3147095548	24612.9519419481	33790.5044852368	37783.5577764258	25314.4551609313	24491.3129658998	21425.3636706105	34038.2487182517	27311.2102550416	27596.2823744297	25661.6584155890	24874.8404556032	23710.1760274421	24574.0820598884	43192.6839310402	25620.3232700629	25660.4816249686	30021.6763821367	24217.9983992750	21809.4941726882	23398.5591806891	29186.7188502039	24284.3078696758	45457.4026090918	46858.3911481919	43923.4543884805	52909.0013248303
PWY-5101: L-isoleucine biosynthesis II	1434.5708896480	2053.3608022121	1322.4578171375	1531.8835424709	705.9652746042	2093.5321057718	540.2628006362	1253.6229523854	2602.0278581495	725.3906276356	1138.4882012184	1090.3788144328	891.0538156221	829.8246453814	932.9885857247	732.8071036824	2942.8243448353	247.5745217721	661.8526656377	826.9852113788	1442.4374170295	201.9908866432	493.6071994798	1112.2040117547	716.5506091115	844.6211021982	867.0177519604	2841.1896474197	539.0318713002	2141.9675776722	304.7961112814	1038.5077338857	1199.0365114707	2121.4635666010	524.8587162707	691.2666281719	394.2473987005	1717.6368384290	2496.8434009300	2423.7490653343
PWY-5103: L-isoleucine biosynthesis III	42975.9755771945	50102.4320207581	57196.1045846710	57639.6136191787	25762.3289234972	49604.7060739947	31614.6287981445	27599.4803299893	29653.9947145138	28985.3527545256	24330.9000891620	21062.5506978198	30740.5071925712	33853.7513235978	29351.5982153239	36976.4007639132	42647.8322028288	29145.8488972725	29505.7098357476	25075.0851373932	35377.1510618453	27977.9928566818	27948.9877214575	30739.3115714813	27849.7410755090	24964.7989483463	26941.5660965433	50351.4132512682	28834.2879241553	29777.1099020397	35804.0457424358	28175.4501849297	23870.4791327452	28103.0045796035	37148.5190287290	30220.1117845950	57920.5505092102	48622.0436425436	46807.7871805523	61068.0462164125
PWY-5104: L-isoleucine biosynthesis IV	775.2248662583	823.3656701360	553.2841501729	1912.5302793286	1787.1108053959	2246.8570929974	417.2168014961	883.5631159442	1450.9802786877	770.6456549642	451.8350738211	217.1373547764	3716.9408091231	536.2485734405	993.0252245303	612.9191104392	250.5794265463	223.7414353015	643.8309309944	425.4097379185	416.8250505779	667.1474241992	269.2530381062	236.3041965790	1250.2302059209	399.0923046139	645.0285707616	2703.4663858355	1540.7512700727	264.5204008616	260.8477229265	493.5526509738	648.7400168275	815.1816251334	426.4436270323	726.0887519823	3176.0904748715	1801.6945447202	716.3139229689	1915.2400728105
PWY-5109: propanoate fermentation to 2-methylbutanoate	0	0	0	0	10.7108354832	35.0414269141	0	0	0	10.4285811247	0	68.0819663091	0	0	0	0	0	0	0	0	0	0	12.0294869531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4639820303
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	10223.1215053121	23811.5974597299	10639.0097603388	14506.3423857955	7118.0851275203	25317.6577575068	5909.3119855825	5805.8402239770	11752.8145205749	8685.8039313140	10106.0163102109	5937.4230456779	10214.5505864072	4450.0122269445	10006.4465719452	7314.8752512405	16018.3695885778	6062.2899790733	8953.7707807197	9633.1793330898	2845.4044390304	6979.7684401590	6067.1540018679	9297.6702534213	6310.9040442769	12711.8879327110	11018.5837354078	21516.5082231487	7029.7036381487	12454.3174586881	10069.5657516367	10842.0074094185	7053.5391026045	9869.7017216387	3069.3128105459	10434.2116250253	17607.4099052625	18742.2821458440	24072.9441584412	23905.0354840029
PWY-5130: 2-oxobutanoate degradation I	7452.5185175346	14633.3005085134	3109.6930950378	15401.7947309688	6344.7068514097	14521.0179766308	2233.4822495947	3060.4903481208	8729.8024053714	1770.5873282271	7771.2539767011	6625.9459967638	6658.3841129620	192.0292021643	2385.0437092964	20747.6533825744	9904.6637964064	3049.7621065522	2437.9794549137	12430.7205561090	390.0438141807	596.0102916701	4895.7075279743	5039.8576347251	7341.4314057604	8336.2359818454	7201.9611193851	13669.7785093335	1672.9251397878	4848.6290990519	683.5465344764	3007.7175322222	6605.7820324873	5521.9140132242	617.4334254023	4035.4902358238	3069.1585293593	16356.8646622772	18107.6479816530	2014.7988768699
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	5471.1117214840	3338.7298979920	4976.0993405322	10452.2862221161	5565.3279735989	8810.1848726673	3342.4842035485	4703.7169739044	1424.4882568329	5103.9510947196	1609.5406688154	1362.9123821063	19626.7233170240	2209.5992940100	5739.9123706825	2681.2291041424	3365.2187483698	2120.4492921940	1062.6545592403	1771.5782105485	3398.0379222055	9000.7791786094	3033.5198756788	3297.9077348458	2700.4314004514	1704.8129291172	2444.2133128151	8330.5815899161	4580.3877110954	4527.4110011079	2312.9285963212	3191.6278058173	2627.7144097653	1847.6496776061	4524.3554699911	3219.1146360655	10449.7834493236	5869.0738113044	4669.4398844376	7069.6811612509
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	704.1957828151	334.4739048890	720.7241215692	2455.2904921484	3308.2170250832	4932.1488010620	0	719.2411645764	208.8041242043	275.4246847364	452.6501783943	400.3786880835	18124.6134373410	31.2723575821	215.6350826795	432.2278994620	584.4474274072	290.2713401479	40.4450305030	207.1071306068	269.2941161202	4049.7421160664	423.4742500706	566.6941451407	883.8690788235	396.6415336173	427.6817314944	2850.4742096010	1919.4135120825	0	0	50.3151245877	396.7069228216	161.2362019089	455.0693884506	0	3805.8327281225	2497.6253497018	865.3590577474	418.4754365662
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	7963.8114174997	20332.6070648481	6182.2301172916	17115.7267266947	10539.3555797714	20003.3322776803	1553.9112178628	7882.0364482076	10071.1511405833	5905.1268087309	11565.2807417741	8220.4355351528	18530.3059028543	7825.4367157071	8038.9054478483	4235.3025911701	15475.8768261769	5466.4956302350	4626.2698491349	8696.3950818948	1337.2439672428	6098.6095617004	5257.0588445426	6954.2852172135	11395.6342518516	13469.9294352744	10354.0456409790	20727.4025990475	6025.3061534021	10636.1130756462	4905.5181125919	6640.1785420109	8548.8906891726	9129.1934980409	8565.8254658219	7190.9464676795	17677.9204385982	19877.0219972788	24123.8755200644	8279.9100726734
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	892.3011117001	551.0331377429	0	0	0	0	0	0	0	0	0	0	0	76.1027169787	0	0	0	0	0	835.1271676217	114.0760943146	0	0	0	1704.8454222705	221.9824099985	0	0	3247.5559817650	0	70.1383322111	149.2647475034	0	188.3111633434	0	0	0	6361.7952987659	144.6672972341	0
PWY-5178: toluene degradation IV (aerobic) (via catechol)	30.2006055220	0	37.4460736624	106.5949112241	129.5654054525	663.2222191004	0	0	0	0	0	37.3609211227	0	0	0	0	209.2543973204	0	0	0	0	945.7913328431	15.9193741281	134.5450271964	0	0	0	18.1122661839	40.3199769077	0	0	0	193.0801798844	0	0	0	18.3670859631	382.7697893651	58.2143183007	129.6723649414
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8340057395	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	549.2040004953	179.8197843649	620.5927062266	3032.2962026071	2985.5507662985	5021.9799112061	80.7164392777	640.5906120816	111.8444684081	177.9310480145	876.1137683972	337.6039433244	9236.6696223601	360.5013668060	626.7009012770	801.6891766328	691.6338888890	380.6685556222	0	246.7510219291	553.0384157508	5109.9748027638	619.3355538819	649.8332092767	2298.8580571316	364.7419901599	947.0505671200	3197.0790541380	3713.1452685982	0	0	0	0	118.2839180003	1183.7468957945	108.5793698911	4734.4426334674	3441.3267114926	1464.2862180212	4961.4473294719
