Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Enzymes with EC numbers	K00046K17735K00098K15509K16216K16652K06221K06222K21054K22024K08319K06607K08317K19265K19954K19955K21416K21417K23271K21430K16653K23107K00154K03518K03519K00179K00180K04090K07469K00219K22430K22431K22432K23256K08297K07303K21401K18244K00298K04940K06988K02846K00313K22405K00344K03923K01118K03387K19713K07304K12267K07305K11209K07393K07147K12262K05810K05910K00428K00433K03564K11065K04063K04756K07223K17992K18330K18331K18332K00437K00532K00533K00534K06911K07336K05916K22443K22444K20938K21713K21481K00518K05919K00520K07229K18915K02217K22340K22015K00528K21567K12265K00537K18917K03741K10670K10671K10672K04068K04069K04070K11933K12136K12137K12138K12139K12140K12141K12142K12144K12145K14189K00573K00574K07755K00598K16868K21936K23078K05303K06937K07444K21507K13252K13043K11941K00633K13935K22441K00661K00675K15520K16872K21399K21400K03820K03818K03819K03824K03826K03827K03828K03829K03830K19429K22757K00684K17485K22317K15533K03731K10231K15534K16212K18785K20885K22597K00754K13930K03813K19422K19427K15527K21279K06898K13292K07557K18673K13059K09001K03734K18478K00862K21948K10710K22129K22424K09773K02334K00982K00986K13069K18967K13934K07067K18672K21750K08997K21039K09809K18704K01002K15915K21285K07271K22579K06379K08282K00906K06023K19405K07588K01023K07749K18702K08298K18701K19426K19431K03928K05970K20993K23149K07214K01066K02352K03929K03930K23246K07107K06382K07313K07314K07757K22306K07053K21055K08296K13243K13244K22927K07037K01133K01138K01150K21512K03424K21528K05985K01174K01175K07447K07503K11750K20542K01181K01185K05989K01215K01224K17624K06113K21575K15924K01235K15531K15524K15532K01811K20830K18581K18205K18206K21065K21132K15922K04844K05521K03653K09935K01250K12700K01274K01286K21511K14744K01447K01449K22409K01459K06015K01462K22278K03478K18455K11206K09900K01567K21478K09022K10708K18446K08077K08320K03207K07043K11938K12152K12944K12945K19597K03924K03578K03579K03727K22906K20201K13281K22213K13932K13933K22130K13727K01671K08313K08314K03716K10254K22209K17758K08299K20026K20903K20904K01727K19049K19051K19052K08961K18197K16188K01741K01751K22589K20757K20038K06864K01766K09121K19802K01780K16213K17948K19997K02431K18910K03534K21909K10709K14587K17759K01802K02467K18479K22131K20549K02082K02182K17810K15526K02558K01974K05716K00346K00347K00348K00349K00350K00351K03614K03615K03616K01533K01537K01534K01531K23254K12952K21887	1435.5318672226	1519.5136071606	1574.4534868295	2388.1027775994	4332.4014335556	2771.9199430972	1664.1749296955	3442.5152371327	2345.7486299787	1752.7902848431	2475.8318610863	2564.2951267766	15033.4480377551	3624.8316764024	2204.1923012661	2037.4985124371	2069.7230780358	1661.4541950281	1974.9159300777	1902.0002904312	3736.115794422	3806.4323743528	1684.6194350572	1577.7836971363	2910.3252647099	2171.6085222411	2386.5960475185	3272.2319278592	2765.4849386449	1664.2541886154	1938.8259725225	1211.111657821	2306.5415242604	2175.4887144876	2311.5941384434	1884.2929680778	3647.7687026395	2726.1835235457	2228.5375774431	2587.5981425289
Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	K03196K03191K14048K01428K08303	24.6675068644	11.5171733735	7.3246738427	19.0181790801	57.3062563323	56.599857114299994	15.961498458	14.3932071407	16.4869416505	17.313861258	32.289041871500004	19.224272984600002	233.534915399	27.6359728844	8.1184124384	7.9690366173	28.112877761100002	9.2640942382	19.2922462929	41.733020488	6.9844288939000005	38.8025465747	31.483591171100002	18.269490760799997	89.5119553463	35.6824956998	32.9508651355	45.0243246306	28.7577412925	29.7992163423	7.2043920235000005	18.8711101664	30.718215537299997	29.258177596099998	23.224208120500002	31.475448412200002	31.9724958591	34.4404893697	49.9779819033	34.3650439041
Epstein-Barr virus infection [PATH:ko05169]	K08738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124010333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Estrogen signaling pathway [PATH:ko04915]	K04079	10.1349209043	12.781528818	50.171940251	12.8035818912	28.2951968564	19.3412963287	3.6810115236	12.4348915513	28.9596582077	23.6669523825	17.558620627	5.1364125209	23.6379602351	1.5286909396	6.0636916162	16.2028888688	19.659437008	13.6283857642	19.5847009858	15.2579655166	8.4325296825	1.9660984665	10.6754745432	22.3477890699	25.4785553589	13.9008063353	40.6920758164	25.2145922124	1.7033519642	16.8328985811	13.1599019042	15.6774391419	33.3533867506	19.5568384853	29.9551842071	31.1483426253	15.0203781637	13.8951946941	17.5120437697	5.3145610165
Ether lipid metabolism [PATH:ko00565]	K00803K01058K01114K16619	2.3076711452	1.4678499688	2.0733130237	6.1730650703	14.9281042626	5.3374494321	0.0	4.3819291566	1.1961363103	0.8420707381	2.568287689	1.512775846	93.8699030729	0.0421799497	0.9121535326	1.9059162805	0.6220652302999999	1.2529372537	0.1304253844	9.8030994542	1.1920172529	12.1619229642	0.9415882954	1.3349468397	5.2678444226	3.0357483257	2.7926968365	8.6232383824	9.6887291344	0.5066290359	0.0	0.1070337875	0.7570788833	0.5655250526	4.1325267238	0.3780195229	11.0198682781	5.075694653599999	2.7797913258	0.145153443
Ethylbenzene degradation [PATH:ko00642]	K00632	3.6764468389	0.4032695852	3.262159739	12.9954753379	32.8427323449	22.8357810136	0.0925776172	8.688350462299999	0.8897670687	2.073573532	3.819299629	4.6767162139	173.16079475659998	1.5598479057	2.2778393947	4.0835308105	3.6991489305	3.1230834956	0.7617070536	1.9490629491	2.4245508846	27.5075478696	2.659804169	4.7718828708	5.9773217288	3.7525085197	4.9831034947	16.7859198873	18.9395525648	1.3762117092	1.7092875546	1.9038946631	1.5589024521	1.0003132216	3.7930798531	1.3290877652	22.5264575748	12.9805845083	4.276190401	0.7170656217
Exosome [BR:ko04147]	K04079K01623K01689K00134K00927K00873K03767K01273K03386K03231K03234K07192K04077K04043K01810K01278K01053K04799K00088K02358K13525K02503K11253K00016K14347K01897K00626K01251K00939K00759K01755K01940K01482K01464K03841K13990K01206K00849K00700K00864K01915K01698K00457K01205K01724K01077K00058K00602K06013K00002K00382K03522K00261K00036K01803K01834K03098	1172.5362998338	1456.6961605305	1405.6804212416	1890.8959505994	2398.2353083405	1950.6777404539	1365.6650929104	3058.6683099992	2039.3254104320001	1372.4191895220001	2288.6541715142	2187.8662653623	5307.1749269609	2775.84782888	2058.0561633287	1755.4820935612	1703.4445167986	1588.9776904436999	1825.4434946003	1849.0795554464999	2844.6703583577	2102.7909948546	1660.5148987206999	1437.1133778516	2412.5222888394	1982.0643156476	2073.8966689947	2418.3205077967	1805.4927949148	1492.8743663646	2087.7991180521	1076.1113682065	1985.4881473248	1883.2474819247	1900.6634625068	1595.6104557633	2438.2014730076	2213.7614051923	1830.8533083879	2616.5074995277
Fat digestion and absorption [PATH:ko04975]	K00626	10.1740735932	7.035335339	7.7386778705	13.5518756798	34.9050716933	16.5537610988	10.6972751048	19.0690522254	9.260612504	18.5625092637	7.370365860200001	9.6890178561	161.686678937	29.2457681007	28.0720799553	9.0634944478	8.594609952799999	6.880064832	9.3161904037	7.6954988186	18.1207698354	32.233099714	13.0115166955	8.4006533467	14.4993244366	11.0278362357	7.3033056617	21.464522991	29.7514217145	8.7894652366	14.7646412099	8.7072880336	8.7469234759	8.8417776027	19.5223756533	18.9680363228	32.4862069334	11.7210501797	9.5690716874	13.0652943699
Fatty acid biosynthesis [PATH:ko00061]	K01962K02160K01961K01963K11263K02078K03955K00645K11533K00648K00647K09458K00059K01716K02372K16363K00208K02371K00209K18474K01071K01897	385.0658188587	547.9018957239	397.49376974710003	633.4959234515	971.7448495479	803.4353155964	463.2609408934	629.5521547861	881.6120828675	603.2208188202	919.7614048979001	650.9101670942	1747.9929871006	505.90386351660004	716.1529992424	788.7263537432	697.0775995603	539.9390562384999	638.7733185956	666.1786162902	718.2099772403	986.4115742089	435.5921337575	580.7354719129	935.873223489	923.5251235717	902.705912824	939.5811807822	504.8441123791	734.0977381822	442.4104666188	422.0148923794	773.3712889849	795.4042191766	529.2338899701	644.5705480651001	645.1762739791	909.9101732748001	773.9799937803	545.4322811199
Fatty acid degradation [PATH:ko00071]	K00626K00632K01825K01782K01692K07516K13767K00232K00248K00249K06445K00252K01897K05939K00529K00121K04072K13953K13954K00001K00128	72.5116768966	103.7050166216	69.4386527597	208.7509783685	348.8354184871	225.25910136090002	34.5223921746	176.00767684849998	169.51871561480002	141.25914708530001	160.70021563339998	218.60360800319998	1329.8899461898	78.659716092	180.2302249901	164.6036186147	116.7977590519	106.66626172889998	104.42700156139999	157.2268176531	78.852134315	233.8376836517	124.8970274052	120.2516291897	183.055737996	163.5442260879	174.0288567376	223.5913565013	189.3848012839	111.04576378910001	198.94181776160002	66.47399052569999	174.5459895713	101.573418947	192.7269719626	136.7805296512	320.8822302103	187.8053210962	156.328810958	192.0708302577
Ferroptosis [PATH:ko04216]	K01897K00657	42.9089617967	82.36769659139999	37.911874639800004	121.42502512329999	148.6139115268	108.5926480402	15.764321761600002	103.59956114069999	145.6413611462	93.5968130488	125.25868896009999	166.3085921085	304.0669078314	13.0766330904	91.55139752160001	115.03929802169999	87.4730997171	69.4531859974	79.73558215109999	131.1007664397	33.4301973623	28.4735301965	77.4616225256	84.88431511399999	138.5906258577	131.4696635762	142.6460572153	123.9773411047	52.60812687	91.8374365117	153.60381682050001	45.478865812399995	143.6253139724	89.0196324943	103.49873252180001	95.06333089530001	134.58734747420002	118.1071950371	121.9309469567	79.8175046021
Flagellar assembly [PATH:ko02040]	K02408K02409K02410K02411K02412K02413K02414K02415K02416K02417K02418K02419K02420K02421K03516K02400K02401K02386K02387K02388K02389K02390K02391K02392K02393K02394K02395K02396K02397K02406K02407K02422K02423K02556K02557K02398K02399K02424K02425K03086K02403K02402K03092K02405	230.0908169289	227.9555033132	251.578116812	268.5277248071	653.0896088875	341.8917433477	545.2698112481	207.0347971868	161.1432191772	347.75882677469997	363.6774653014	161.4548287348	2970.8236556448	54.92921466679999	307.779980962	314.1597116968	171.086082568	483.7441044047	247.96910752059998	114.6093324032	465.45288136	1199.2515239653	107.9645906125	236.0923062475	288.9393520881	331.15556837	228.5474848163	368.2787135095	341.9934119371	116.2739618753	89.8959001119	171.90584718079998	279.9596169344	330.5244881722	140.1314144727	257.0056564332	396.6906140396	649.2874680649	194.3894753884	199.3951859263
Flavone and flavonol biosynthesis [PATH:ko00944]	K01195	7.997119252899999	5.389964265200001	23.4857798898	17.2863422461	18.7968908264	11.3395205478	6.6461021353	3.1480530362000003	4.4976605002	11.9195453126	8.0095214744	8.3976551519	71.5917121036	10.112185617	11.4773986949	31.0612055416	7.7383366288	24.6045472183	9.91935244	1.2301683085	19.2375060415	2.5007527341	2.0574733651	13.189989999	2.4361233911	2.2901635141	25.0844815569	25.6737808207	7.947841399	2.8544738396	1.9281813196	9.2160017509	17.2478779159	15.1991903653	19.969016978600003	28.9744276094	38.5749509947	9.0336606578	5.7434147662	47.2805852209
Fluid shear stress and atherosclerosis [PATH:ko05418]	K04079K00799K00355K03671K01940	103.0148835992	144.5951273543	120.0928437246	162.85275523540002	236.5095047899	221.0822496891	99.2955864489	262.9028721551	155.27786907339998	103.0718228029	246.4775131473	184.37356782749998	620.0805285236	124.1149188695	156.66592588769998	107.7086449633	166.74501194779998	146.714363542	183.6843981956	163.45369260450002	127.409901901	228.7628200832	109.1144888808	126.1276058797	143.35051097	205.96616818029997	220.715615613	239.961440009	172.456275049	124.02910651459999	153.3664735021	97.4104760042	192.201456393	164.1095665552	117.48057156899999	143.8430992106	202.6704512044	220.12924107269998	193.9327556995	117.0250727698
Fluorobenzoate degradation [PATH:ko00364]	K05550K05784K05783K03381K01061K01856K01721K20807	1.1544781722	0.3531721967	1.8666626742	5.6750001452	18.7835071949	15.711040182400001	0.0290464674	4.1665311453	0.2176018206	1.2022095599	2.2111406847	1.2577893877	88.67704724880001	0.1058348229	0.8326858555	1.6162057732	3.2475178917000003	0.6722766974	0.1208439094	0.3880382737	1.0590595051	36.4561323308	1.1839645031	3.7898547348	2.8445167531	1.3007699115	2.5793477937	8.2115492681	11.7865708063	0.0	0.0	0.0	4.9132490352	0.7493473614	1.7517348601	0.0	13.0698089541	9.456792680800001	2.3009001157999998	1.0837048044
Folate biosynthesis [PATH:ko00790]	K01495K09007K01077K01113K08310K19965K13940K01633K00950K00796K18824K18825K00287K18589K18590K11754K01497K14652K01664K01665K13950K03342K02619K07589K13938K01737K01724K00500K10026K06920K06879K09457K17488K06897K17364K03639K03637K03635K03831K03638K03750K07141K03752K13818	315.1679420585	341.9752516742	344.6449372079	575.1892880713	836.7827120275	623.2178685458	329.67519559560003	773.2777033017	563.3772883206	469.2491904236	590.2278882786	440.3686319678	2395.8527062529	783.1645653255	554.7725192025	452.0784534153	502.8965798683	360.9498500973	493.3969449921	552.7826725455	522.3250524194	574.4091937639	377.4299913613	400.17151479620003	688.3790579884	497.5775585299	583.8907740463	770.7821428821	544.2804552203	559.7567089348	466.10006102389997	282.2806508142	485.6001562383	520.452306562	583.1618415404	467.9021957114	803.2543013856	541.9626837332	470.5907492345	681.4124790937
FoxO signaling pathway [PATH:ko04068]	K03781K04564K01596	22.8217245785	13.8481536604	7.050897988499999	21.2408080538	59.6647136766	45.1753275851	16.7044522498	27.556325902799998	11.0957631907	6.0577678155	33.6591479564	29.180999042200003	264.4858049755	2.1574858155	14.259146575099999	5.664683394600001	27.2662524813	6.134409704	5.2341882486	32.5477333074	5.6345991369	48.2579915178	33.545975767	14.4153103794	56.57017246579999	19.760219395500002	32.881234424300004	35.2799756666	26.6523973305	14.899765457700001	1.3007062102	10.6172386855	31.6871399129	10.720133263400001	9.278761681599999	10.805144970099999	31.3898866424	35.6298501055	37.197762628199996	17.8406001275
Fructose and mannose metabolism [PATH:ko00051]	K01218K19355K00847K01809K15916K16011K01840K15778K16881K00971K00966K01711K02377K01818K00879K01628K18333K07046K18334K12661K12660K01813K00848K01629K07026K00844K00850K16370K21071K00895K03841K02446K04041K00009K00068K19956K00882K00008K01805K00045K00007K01729K01623K11645K01624K01803K00863K03332K15856K00881K01808K17195K02768K02769K02770K02793K02794K02795K02796K02798K02800K19270K02781K02782K02783K02812K02813	474.7453681063	557.1434670479	517.753285378	787.9449568567	1493.7947601228	1057.3708165958	415.3211592524	1170.2346803565	900.298252211	708.2333756687	1000.9693670389	732.6352288785	4356.1801382911	866.4991612817	966.0495871701	542.1742438136	742.9236375748	483.7120302606	703.4813325941	729.6979414422	588.4970574888	1054.8044565197	617.7048228709	588.1648128449	1005.0247870527	793.5151766664	964.9456183292	1218.3579381227	1067.1938503808	804.2898701225	588.2216488426	554.9106608956	855.0468803731	764.697844666	748.2611269563	714.0067454605	1272.8367849836	1016.8817903565	868.799456665	1216.5981282195
Function unknown	K06860K06867K06871K06872K06884K06885K06887K06888K06889K06890K06903K06904K06905K06906K06907K06908K06915K06918K06921K06923K06926K06929K06934K06938K06940K06946K06950K06952K06954K06956K06960K06962K06971K06973K06975K06976K06978K06987K06995K06996K07000K07002K07003K07004K07005K07006K07014K07015K07017K07018K07019K07030K07032K07034K07035K07039K07040K07045K07051K07052K07054K07064K07068K07069K07070K07071K07074K07075K07076K07078K07079K07080K07089K07090K07093K07095K07096K07098K07099K07101K07103K07105K07109K07112K07117K07118K07120K07121K07124K07126K07129K07133K07136K07137K07138K07139K07140K07148K07149K07150K07157K07161K07164K08998K08999K09004K09005K09009K09116K09117K09118K09124K09126K09128K09131K09133K09137K09138K09155K09157K09158K09160K09161K09163K09167K09384K09386K09701K09702K09703K09704K09705K09706K09707K09712K09729K09730K09740K09749K09762K09764K09766K09768K09769K09770K09775K09777K09779K09780K09781K09786K09787K09790K09791K09793K09794K09797K09798K09799K09801K09802K09803K09805K09806K09807K09824K05952K00243K09857K09859K09861K09862K09891K09894K09895K09896K09897K09898K09899K09901K09902K09904K09907K09908K09909K09910K09911K09912K09915K09916K09917K09918K09919K09920K09921K09922K09923K09924K09925K09926K09927K09928K09929K09931K09932K09934K09937K09939K09940K09945K09946K09954K09955K09956K09958K09959K09960K09961K09962K09963K09964K09967K09973K09974K09975K09976K09978K09979K09980K09982K09983K09984K09992K05937K05967K01163K07502K07584K07220K07269K07338K07586K07742	1542.3487147401	1616.6285945793	1753.1490121650002	2441.568032993	3565.0186581299	2541.7884651681	2236.0097753288	3245.8842211604	2035.3844533953	2338.7802763448	2439.2470209372	1930.8416094296	10669.6350059335	3268.5673525024	2387.430608101	1976.6247908636	2152.0230209562	2220.6291275749	2314.4941005436	1810.198308595	3371.6521565355	4545.8894244563	1707.0090898571	1640.8197376387	2696.0521643189	1955.8588642639	2431.6011593968	2914.7064913016	2394.8641536968	2236.428443512	2026.367315193	1530.9500784653	2192.2407623348	2456.4069338757	2205.2389175229	2144.8174248991	3213.546219458	2759.5409381606	1645.9172253655	2533.3842532474
G protein-coupled receptors [BR:ko04030]	K04257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1235932744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABAergic synapse [PATH:ko04727]	K01425K01580K01915	94.55606396889999	80.83939272289999	52.835808715700004	84.26999908210001	200.9112760602	139.047343976	81.8698382324	195.6125623954	152.0246377427	61.4876443268	147.5957185304	160.8053519893	417.9144222008	89.9636699651	94.4012486789	52.8552812034	135.7011629221	49.002111704	85.6717188411	191.3781503761	96.8484471497	83.9446561516	147.1135852516	101.025338535	130.4018606183	167.234221061	138.2433890756	175.9950326062	132.45540899169998	94.7016550983	55.6948740885	60.292635071	141.773634609	121.4893578461	46.0294620148	80.801829884	109.56141115919999	161.3958672226	161.7169172071	143.43197055689998
Galactose metabolism [PATH:ko00052]	K01785K00849K00965K01784K17716K00963K01835K15778K00844K00845K01190K12111K12112K12308K01854K07406K07407K02773K02774K02775K00094K00917K00850K16370K21071K01635K08302K16371K01684K00883K01631K01819K01220K02786K02788K01193K01187K01182K02744K02745K02746K02747K02079K02080K10984K10985K10986	502.6221553773	514.2121263217	506.3932921934	765.3436044201	1128.8013676255	650.8946585197	526.0063755332	1559.4096898731	877.4032404689	579.2099060566001	742.0309837946	928.7912508471	2907.1673440018	1058.2679004334	1056.4166410323	823.1994573074	649.5029366667	517.347205336	688.2370909011	645.5315388484	1066.1762243603	848.6916087143	639.0118250671	589.8058262023	785.6471471612	624.2081744831	680.8060190033	1091.2650849089	952.5033682603	474.3601633864	765.0505873981	519.1829049695	781.9278642021	673.8277906948	692.835425243	541.8359594551999	1271.9875466279	787.2633884078	690.3818621005	1306.17141207
General function prediction only	K02441K03558K03791K03796K06192K03810K02348K05811K06197K06198K02617K04065K04477K06866K06877K06878K06886K06994K07001K07023K07025K15724K05997K09014K09015K07038K07048K07058K07082K07113K02426K07146K07153K08279K04750K11477K11739K11740K11811K12147K13255K13918K02351K03744K03925K03745K03747K05805K02742K03095K03749K03112K03933K03748K03975K03808K05594K01421K00389K05812K08972K08974K08981K08983K08984K08986K08987K08989K08990K08993K08996K09858K09914K11312K03618K03619K03931K05775K13256K14591K06193K21741	327.0022184449	324.1440641062	419.136304634	818.7468960592	1306.5632325774	850.6534674978	401.4157519472	1149.7983010376	551.7876051622	387.7908653917	751.2671373253	741.28040376	5931.0619794586	1218.5740110284	619.3597703548	503.1112915716	442.5266647161	414.85600149329997	609.7294391084	425.7667435591	1056.3333454922	1268.9346962285001	468.044133524	411.0641423381	1023.0103546382	456.3872418066	559.4951901569	1021.3309311266	1036.7458567898	438.4330011655	650.5886119615	272.1192772796	505.1702794252	500.895961027	714.8943430503	380.0108725782	1324.6294940834	752.256881059	500.1352648317	643.3555192742
